id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
6663,valid,0.08289321,0.109809846,train,0.26273805,0.30284956,train,0.37802428,0.28303838,train,0.08484198,0.14964917,train,0.36852854,0.35600117,0.24026962
6664,train,0.17863107,0.23727354,train,0.28447932,0.35104972,valid,0.32785153,0.23059559,train,0.044145487,0.09193375,train,0.17817031,0.17366329,0.21690316
6665,train,0.14216144,0.058006328,valid,0.39326397,0.34182388,train,0.25066546,0.19630523,train,0.07799807,0.08145774,train,0.17455168,0.11990539,0.15949972
6666,train,0.06479653,0.08508622,train,0.08934516,0.11947683,train,0.13159437,0.06452752,valid,0.17821895,0.16258478,train,0.09627791,0.08096062,0.102527186
6667,train,0.04837021,0.08480094,train,0.17422938,0.14019203,valid,0.23600695,0.15735553,train,0.030637763,0.056699544,train,0.13641714,0.118488856,0.11150738
6668,valid,0.016726233,0.029602293,train,0.049920727,0.059325527,train,0.023621075,0.026803473,train,0.041124254,0.04570322,train,0.024621343,0.022349512,0.036756806
6669,train,0.12634584,0.116226375,train,0.12347772,0.2256471,train,0.31352854,0.2176132,train,0.18849605,0.17400347,valid,0.41472,0.34114933,0.21492791
6670,train,0.049678806,0.109956264,train,0.1547542,0.13743822,train,0.25657985,0.18807137,valid,0.112355225,0.15493433,train,0.11238593,0.12405327,0.14289069
6671,train,0.048697256,0.07333191,train,0.050636232,0.112599105,valid,0.04078412,0.041207217,train,0.023722088,0.034019288,train,0.009213526,0.011283099,0.054488122
6672,train,0.10944117,0.12208769,valid,0.07490276,0.22873378,train,0.26082146,0.33687207,train,0.058935966,0.06295333,train,0.2207102,0.15593031,0.18131545
6673,train,0.2577403,0.28860226,train,0.31099966,0.36914736,valid,0.69448155,0.6759764,train,0.16898207,0.1735314,train,0.644236,0.5677764,0.4150068
6674,train,0.06923432,0.05939266,train,0.05644475,0.08145362,train,0.06306922,0.047146603,valid,0.029041374,0.040953353,train,0.054930124,0.04045571,0.053880386
6675,train,0.06288887,0.13718353,train,0.11632875,0.20729892,valid,0.14365634,0.16856527,train,0.11519115,0.1599899,train,0.37418526,0.26847944,0.1883034
6676,train,0.08624964,0.06693416,train,0.05445722,0.06212837,train,0.24264303,0.11939716,valid,0.08188663,0.11446734,train,0.09401958,0.053519998,0.0832894
6677,valid,0.015617568,0.04162512,train,0.019805185,0.062037025,train,0.059511192,0.06594084,train,0.04219015,0.05640098,train,0.09834739,0.081224896,0.061445773
6678,train,0.054844536,0.04464847,valid,0.13532266,0.21661772,train,0.096282385,0.064425536,train,0.067527816,0.06544918,train,0.1655285,0.092349164,0.09669801
6679,train,0.015022436,0.024630683,train,0.03021268,0.03279129,train,0.062658705,0.049308814,train,0.024124669,0.025967378,valid,0.10288426,0.060901035,0.03871984
6680,train,0.02397107,0.053621016,train,0.11751699,0.1478195,valid,0.1334727,0.19549729,train,0.024550222,0.03799461,train,0.053169936,0.08483449,0.103953384
6681,train,0.040850163,0.051987536,train,0.04846633,0.11221176,train,0.051691186,0.0511099,train,0.033320487,0.0389532,valid,0.044178337,0.03230521,0.05731352
6682,train,0.010115923,0.02611855,train,0.039047346,0.048881184,valid,0.066792056,0.085816614,train,0.03884822,0.0449841,train,0.04988667,0.046590663,0.05047822
6683,train,0.019724451,0.031380262,train,0.026175331,0.042836808,train,0.01957915,0.021962585,valid,0.021290189,0.03581166,train,0.022487635,0.024889085,0.03137608
6684,train,0.030143471,0.045911882,train,0.017090283,0.09443433,train,0.047147136,0.052146133,train,0.043431353,0.04542918,valid,0.1429678,0.080378525,0.06366001
6685,train,0.08724741,0.14189689,train,0.017516606,0.042922955,train,0.09461488,0.07739348,train,0.06008361,0.0815734,valid,0.083648615,0.067038104,0.082164966
6686,train,0.474853,0.6425845,valid,0.7602298,0.9009254,train,0.6482402,0.7386206,train,0.9031354,0.9143453,train,0.69861794,0.8152569,0.8023465
6687,train,0.6876553,0.8094295,valid,0.8595048,0.93857795,train,0.8710597,0.8727726,train,0.871897,0.890115,train,0.6708815,0.7577058,0.8537202
6688,train,0.09872754,0.17887114,train,0.11277798,0.1717533,train,0.0789736,0.102278136,valid,0.040689483,0.05688334,train,0.2054843,0.114239804,0.12480515
6689,train,0.119142145,0.15266128,train,0.14186467,0.29354224,train,0.0802443,0.07877907,train,0.036246154,0.04772964,valid,0.13640289,0.1035554,0.13525352
6690,train,0.0055213235,0.0155801,valid,0.13125102,0.1449304,train,0.03907924,0.018461613,train,0.025827946,0.04631652,train,0.09921311,0.07373062,0.059803855
6691,train,0.09304996,0.1749122,train,0.08181735,0.07244049,train,0.030445829,0.031339526,train,0.07549448,0.08539744,valid,0.36419284,0.2711726,0.12705246
6692,valid,0.023711327,0.047898192,train,0.05201372,0.05206145,train,0.038046874,0.034988485,train,0.042466328,0.04764149,train,0.07085388,0.045314126,0.045580752
6693,train,0.16690862,0.17921644,train,0.0790596,0.08518204,train,0.20502654,0.1419307,valid,0.076532535,0.09282435,train,0.1679296,0.14687775,0.12920626
6694,valid,0.21317878,0.3124863,train,0.25856054,0.34976044,train,0.39140728,0.27615702,train,0.1971905,0.22379448,train,0.41753694,0.41356602,0.31515282
6695,train,0.039874997,0.10615512,train,0.21526258,0.2092851,train,0.20049584,0.10626385,valid,0.033765193,0.06463813,train,0.073484406,0.06676979,0.11062239
6696,train,0.15452619,0.32155198,train,0.23026633,0.3077755,valid,0.14272895,0.20134528,train,0.33885536,0.38654035,train,0.23884577,0.19788231,0.2830191
6697,train,0.026158692,0.065859854,valid,0.18179308,0.16122109,train,0.11784475,0.07019464,train,0.091611005,0.18055226,train,0.056240242,0.05254877,0.106075324
6698,train,0.012660246,0.0077558965,valid,0.027390568,0.12272067,train,0.027112756,0.0129153235,train,0.014143822,0.016377019,train,0.041375432,0.023889603,0.0367317
6699,train,0.11514804,0.1633571,train,0.10815896,0.1857588,train,0.074882746,0.11651531,train,0.075420015,0.07768994,valid,0.046856776,0.047329567,0.11813013
6700,train,0.22678222,0.3205456,train,0.33745155,0.32967216,train,0.21998295,0.18526769,train,0.07617107,0.1765123,valid,0.32617018,0.3139898,0.2651975
6701,train,0.32195407,0.47476932,train,0.4768257,0.46806157,valid,0.19627036,0.20625482,train,0.25128937,0.25705767,train,0.4386442,0.4551273,0.37225413
6702,valid,0.117495105,0.23369288,train,0.054298583,0.099394344,train,0.08750024,0.10978569,train,0.13093212,0.11102283,train,0.16376452,0.107057326,0.13219061
6703,train,0.20464003,0.15960336,train,0.087228976,0.08177207,train,0.06428639,0.038625136,valid,0.11918291,0.104222044,train,0.15477379,0.10628039,0.0981006
6704,valid,0.02934962,0.023168012,train,0.13386159,0.10689675,train,0.07990632,0.03830864,train,0.05214312,0.055926453,train,0.008017021,0.0069788313,0.046255734
6705,valid,0.013713312,0.036032423,train,0.026684195,0.053068634,train,0.03207231,0.046677798,train,0.04114127,0.044551704,train,0.07615055,0.046779227,0.045421958
6706,train,0.015611902,0.030683573,train,0.0345786,0.16433083,valid,0.08190014,0.103333175,train,0.054876987,0.058800656,train,0.28429687,0.16638471,0.1047066
6707,valid,0.092263065,0.15526108,train,0.067484014,0.06207179,train,0.044916537,0.08394665,train,0.066863306,0.07644229,train,0.14323702,0.14290431,0.10412522
6708,train,0.0016229816,0.0039220285,train,0.045281317,0.029632313,valid,0.020702442,0.008462155,train,0.021637354,0.037845552,train,0.0056974893,0.0044986657,0.016872143
6709,train,0.024640169,0.08043986,train,0.07820079,0.16678198,train,0.057020407,0.09725436,valid,0.026649915,0.04286364,train,0.20604251,0.16495053,0.110458076
6710,train,0.62378925,0.7313213,train,0.6460437,0.72625506,train,0.6558071,0.723513,valid,0.44949973,0.5133238,train,0.81347793,0.7878904,0.6964607
6711,train,0.021980993,0.041794423,train,0.031244164,0.08512251,train,0.088420145,0.091967,valid,0.03432495,0.04416154,train,0.1614097,0.11352267,0.07531363
6712,train,0.014164113,0.027385423,train,0.008977373,0.04076706,valid,0.07654571,0.08659981,train,0.018172996,0.028663354,train,0.04034606,0.03313649,0.043310426
6713,train,0.60819966,0.7663357,valid,0.6818798,0.87591547,train,0.7221977,0.7878784,train,0.72005713,0.76045454,train,0.6388876,0.79055583,0.79622805
6714,train,0.027448567,0.06474913,train,0.05774591,0.039406702,train,0.024966348,0.016547123,valid,0.035613697,0.056355625,train,0.04764761,0.034509744,0.042313665
6715,train,0.17334083,0.2139194,train,0.11270185,0.21717787,train,0.11408505,0.12779076,valid,0.22278002,0.24938695,train,0.09614644,0.08797605,0.17925021
6716,valid,0.008984155,0.021570293,train,0.056862906,0.038984414,train,0.042932592,0.02314175,train,0.010950155,0.021859117,train,0.043704472,0.03988437,0.029087987
6717,train,0.029547533,0.057539415,valid,0.08612808,0.019917987,train,0.04089798,0.031977657,train,0.058757223,0.088226415,train,0.05417728,0.08939482,0.057411253
6718,train,0.08594628,0.055405732,valid,0.110561594,0.11074437,train,0.1659434,0.07988925,train,0.10657237,0.0958372,train,0.2819721,0.21584103,0.111543514
6719,train,0.1620841,0.09956196,train,0.11934697,0.15105532,valid,0.052198626,0.027199218,train,0.13034356,0.10292227,train,0.108691946,0.09076811,0.094301365
6720,valid,0.06994124,0.059215114,train,0.048839416,0.05407146,train,0.11373286,0.06950019,train,0.0515485,0.05311529,train,0.04535988,0.028638221,0.052908055
6721,train,0.28688544,0.38270363,valid,0.37494627,0.45458415,train,0.4902582,0.48066604,train,0.39895508,0.39627224,train,0.4799077,0.47839022,0.43852323
6722,train,0.045397565,0.1202753,train,0.08818213,0.07904266,train,0.039717875,0.050420642,valid,0.122893095,0.08765207,train,0.28905883,0.21538626,0.11055539
6723,train,0.63419336,0.77886456,train,0.8030022,0.8826283,train,0.65344083,0.7554733,valid,0.81443954,0.7763378,train,0.7209755,0.72878116,0.78441703
6724,valid,0.02855909,0.022768209,train,0.06601431,0.062496856,train,0.0700869,0.053350553,train,0.046198763,0.048943408,train,0.037799306,0.023061873,0.042124175
6725,train,0.36482137,0.45115066,train,0.33956262,0.4330948,train,0.29467887,0.26324153,valid,0.23017257,0.27927956,train,0.14923751,0.19070603,0.3234945
6726,valid,0.05768928,0.13342449,train,0.025630418,0.06148975,train,0.053816155,0.07486958,train,0.059936836,0.06480483,train,0.20844945,0.14687802,0.09629333
6727,train,0.28855428,0.5542813,train,0.5378876,0.75383407,valid,0.6580066,0.7561945,train,0.16733995,0.253222,train,0.34777024,0.54648954,0.5728043
6728,valid,0.020690134,0.03945798,train,0.036198724,0.09655497,train,0.031478904,0.02212315,train,0.04283334,0.04659362,train,0.03467242,0.02938423,0.04682279
6729,train,0.021274911,0.07548001,valid,0.074032515,0.1165201,train,0.07286266,0.077678576,train,0.07999152,0.08652778,train,0.11557298,0.06792424,0.08482614
6730,train,0.16088346,0.35305125,train,0.5376808,0.3864516,train,0.2751175,0.25715354,train,0.2913391,0.34125,valid,0.36828813,0.4750655,0.36259437
6731,train,0.023750966,0.040591422,train,0.07020063,0.22040567,train,0.03758755,0.049620215,valid,0.11710712,0.114701636,train,0.14446154,0.0880111,0.102666005
6732,train,0.31244037,0.5279584,train,0.55627394,0.61791646,train,0.3072797,0.4409271,valid,0.19058958,0.17299622,train,0.476026,0.44558552,0.44107676
6733,train,0.077522226,0.09690275,train,0.12252704,0.12950389,train,0.1822364,0.078674324,train,0.09784056,0.09882678,valid,0.07061276,0.0619626,0.09317406
6734,train,0.42004645,0.58035624,train,0.4797033,0.63250405,train,0.56192416,0.48506767,train,0.40439796,0.55608284,valid,0.6002393,0.5588894,0.56258
6735,train,0.015354537,0.02370138,valid,0.055428706,0.06915917,train,0.0765596,0.10038041,train,0.019157039,0.023625392,train,0.07971218,0.044062078,0.052185692
6736,train,0.017585803,0.032087777,train,0.068098545,0.18123356,train,0.042063933,0.054969087,valid,0.027775638,0.03755574,train,0.029758764,0.028101701,0.066789575
6737,valid,0.6165986,0.7455498,train,0.36960128,0.5033959,train,0.3167818,0.395923,train,0.29392624,0.29882059,train,0.4602754,0.42101628,0.4729411
6738,train,0.61691177,0.71089923,train,0.4620054,0.68561935,train,0.72788477,0.7559699,train,0.8758626,0.7997335,valid,0.73331773,0.6857419,0.72759277
6739,valid,0.014927243,0.028222915,train,0.023102393,0.06226407,train,0.049179487,0.056642663,train,0.036779985,0.053407513,train,0.01925423,0.024458092,0.044999056
6740,train,0.58789515,0.65965444,valid,0.1659188,0.243836,train,0.57991433,0.56304216,train,0.35529166,0.39102706,train,0.45986715,0.4466439,0.4608407
6741,valid,0.1533859,0.22566015,train,0.32143205,0.33018225,train,0.1859952,0.26038596,train,0.21615101,0.23555803,train,0.38380647,0.36344844,0.28304696
6742,train,0.6226517,0.70800066,train,0.47513923,0.66493624,train,0.48585594,0.59880906,train,0.6688125,0.7828384,valid,0.6169298,0.57218766,0.6653544
6743,train,0.29166985,0.26019195,valid,0.18903334,0.31817693,train,0.51195675,0.383278,train,0.1399573,0.11875605,train,0.21053618,0.2062963,0.25733986
6744,train,0.019269364,0.03550405,train,0.025590181,0.040862095,valid,0.020290349,0.017792761,train,0.03826658,0.042674564,train,0.017315384,0.015426849,0.030452061
6745,train,0.037393175,0.086675204,train,0.1641818,0.10724339,train,0.08147546,0.038928196,valid,0.03627065,0.06690653,train,0.06413635,0.054862633,0.07092319
6746,train,0.103624806,0.2153137,train,0.29110798,0.22563365,train,0.21523175,0.1283895,valid,0.17680128,0.33325633,train,0.31321838,0.30081785,0.2406822
6747,valid,0.011738271,0.03484813,train,0.1036789,0.12979782,train,0.1356039,0.117583364,train,0.097254485,0.11167343,train,0.37051323,0.27246258,0.13327305
6748,train,0.08515118,0.13645953,train,0.2804852,0.1868271,train,0.15937743,0.12963831,train,0.074229926,0.10957746,valid,0.2684941,0.27164754,0.16682999
6749,train,0.16722153,0.38433248,train,0.22923367,0.19981201,train,0.37739968,0.439735,train,0.22589512,0.21104825,valid,0.51370627,0.44323677,0.3356329
6750,train,0.07800987,0.049129445,train,0.0367333,0.058961473,valid,0.06461397,0.04606469,train,0.027083842,0.029129008,train,0.044353206,0.026481524,0.04195323
6751,train,0.010017225,0.025354544,train,0.07670013,0.031443145,train,0.03188298,0.0169575,valid,0.021309264,0.040399004,train,0.03436094,0.031107364,0.029052312
6752,valid,0.024563916,0.06107115,train,0.054110616,0.05028836,train,0.019462721,0.020666631,train,0.049544577,0.0541103,train,0.07181744,0.056157578,0.048458803
6753,valid,0.33242682,0.32468086,train,0.5050664,0.62323135,train,0.54911697,0.50458735,train,0.1892635,0.19775873,train,0.43883398,0.37351418,0.4047545
6754,train,0.45493463,0.5984571,train,0.41126385,0.5079597,train,0.2700561,0.3660282,train,0.4277375,0.40737948,valid,0.390834,0.3242691,0.44081873
6755,valid,0.36252055,0.4021032,train,0.29844508,0.47138917,train,0.5032512,0.36555177,train,0.3722536,0.35491893,train,0.5586396,0.48164916,0.41512245
6756,train,0.1758179,0.17932129,train,0.08714856,0.09026948,train,0.082030475,0.051141117,valid,0.104537144,0.1058044,train,0.20068347,0.14663874,0.114635006
6757,train,0.021403478,0.03950699,train,0.111504115,0.15592904,train,0.07722834,0.048323426,train,0.050192002,0.081503205,valid,0.08070882,0.08160978,0.08137449
6758,valid,0.054051206,0.15367496,train,0.1215654,0.14888848,train,0.10784742,0.086331315,train,0.06852926,0.10733699,train,0.09791753,0.09125859,0.11749806
6759,valid,0.031993676,0.059184466,train,0.041166663,0.09528487,train,0.07550185,0.09480993,train,0.024269767,0.033088442,train,0.047173467,0.033749595,0.06322346
6760,train,0.012827111,0.032879774,train,0.02651122,0.08001409,valid,0.009340427,0.015992442,train,0.04236072,0.04893913,train,0.028100094,0.022392984,0.04004369
6761,valid,0.49637672,0.5940782,train,0.60292995,0.7444018,train,0.66208905,0.6503348,train,0.81013995,0.8247161,train,0.597976,0.597319,0.68217003
6762,valid,0.12283985,0.13740352,train,0.3017726,0.39833975,train,0.43215892,0.3549637,train,0.1867656,0.23316658,train,0.3323779,0.3026963,0.28531393
6763,train,0.17745493,0.14424302,train,0.06563432,0.13824008,train,0.2580942,0.15534191,train,0.0749628,0.081375204,valid,0.07560359,0.045263715,0.112892784
6764,valid,0.27491957,0.23755845,train,0.105458654,0.22301644,train,0.11314715,0.1057732,train,0.07870928,0.09495763,train,0.14722486,0.14953431,0.162168
6765,train,0.07015833,0.14790688,train,0.21063775,0.15463412,valid,0.18623877,0.12832208,train,0.05575714,0.08788341,train,0.10770023,0.10233252,0.124215804
6766,train,0.14941399,0.17961016,train,0.08166449,0.18091406,train,0.27438167,0.17256317,valid,0.08497961,0.10990636,train,0.3167966,0.19594908,0.16778857
6767,valid,0.007159686,0.015757797,train,0.012758354,0.027788298,train,0.0240256,0.029656805,train,0.02845363,0.030805627,train,0.02412006,0.019996667,0.024801038
6768,valid,0.03876203,0.08573677,train,0.11532134,0.28735554,train,0.032426555,0.05155497,train,0.047861453,0.03486324,train,0.17046979,0.11006586,0.11391528
6769,train,0.84215444,0.8467229,train,0.78022444,0.73715156,train,0.6127269,0.5900187,train,0.7023989,0.76519865,valid,0.705179,0.69550973,0.7269203
6770,train,0.28497016,0.39157146,train,0.3348041,0.46853334,train,0.46958593,0.32096696,train,0.24168088,0.55358636,valid,0.12371753,0.12009389,0.3709504
6771,train,0.009142508,0.020449601,train,0.05204227,0.01493054,valid,0.019664234,0.010119692,train,0.019179957,0.026355194,train,0.03466845,0.024647465,0.019300498
6772,train,0.0907465,0.11707268,valid,0.052561425,0.13756432,train,0.114887334,0.054991283,train,0.094149634,0.096963055,train,0.11366032,0.07537494,0.09639325
6773,train,0.1838178,0.31846678,valid,0.3852116,0.3253146,train,0.42854118,0.3444832,train,0.19901922,0.25692466,train,0.30280557,0.30805027,0.3106479
6774,train,0.026480144,0.027397031,train,0.03640235,0.054159794,train,0.06397172,0.039037246,valid,0.024982981,0.03114222,train,0.04095902,0.032426406,0.036832538
6775,train,0.007759277,0.031283833,train,0.021026015,0.03273252,train,0.09645226,0.08120885,train,0.070654206,0.062203236,valid,0.03635942,0.027446352,0.046974957
6776,train,0.048037108,0.10356031,train,0.09554866,0.06740005,train,0.13315447,0.06925146,valid,0.034213185,0.059165023,train,0.03559355,0.025136016,0.064902574
6777,train,0.46687016,0.68566805,train,0.34359828,0.46927518,valid,0.39184928,0.44872668,train,0.33427405,0.3378178,train,0.7608807,0.6629243,0.5208824
6778,train,0.07492839,0.07570583,train,0.09098559,0.1286776,train,0.110993944,0.07555391,valid,0.12401874,0.13015586,train,0.13136527,0.103251606,0.102668956
6779,train,0.09872391,0.1659502,valid,0.054720998,0.15627337,train,0.08779409,0.10431517,train,0.08535112,0.106920384,train,0.12938224,0.0988098,0.12645377
6780,train,0.2984078,0.4558949,valid,0.27227744,0.30739236,train,0.48541078,0.3956851,train,0.116398305,0.155766,train,0.48584515,0.44952214,0.3528521
6781,train,0.06923432,0.05939266,train,0.05644475,0.08145362,valid,0.06306922,0.047146603,train,0.029041374,0.040953353,train,0.054930124,0.04045571,0.053880386
6782,train,0.031473655,0.019144123,train,0.019611606,0.008361972,train,0.05825964,0.025220284,train,0.026370697,0.031844564,valid,0.032678854,0.017062727,0.020326734
6783,train,0.37814984,0.5494679,valid,0.5240289,0.65807116,train,0.4614729,0.4701949,train,0.17828983,0.21056534,train,0.30618438,0.33465216,0.44459027
6784,train,0.03841604,0.07978255,train,0.205156,0.058131333,train,0.07720168,0.06466113,valid,0.07096897,0.084115945,train,0.03110521,0.040013496,0.06534089
6785,train,0.7134276,0.6879663,train,0.5763723,0.73861307,train,0.6901721,0.67864656,train,0.8861012,0.8047312,valid,0.3107653,0.34075505,0.65014243
6786,train,0.18691447,0.20767212,train,0.22376615,0.29609352,train,0.34486625,0.2799025,valid,0.15493782,0.16495152,train,0.42461684,0.3372177,0.2571675
6787,valid,0.16657959,0.1486766,train,0.35778436,0.28258044,train,0.19424643,0.11024754,train,0.11819287,0.12297176,train,0.2590768,0.21617487,0.17613025
6788,train,0.18608044,0.14822726,train,0.18710932,0.23452882,train,0.10672802,0.043411586,valid,0.18701692,0.16619408,train,0.15713182,0.08834657,0.13614166
6789,train,0.08321922,0.16108325,valid,0.45990786,0.3724431,train,0.24893253,0.21233697,train,0.10509762,0.15253349,train,0.099446855,0.108904764,0.20146032
6790,valid,0.0076782205,0.01776177,train,0.012640532,0.02197815,train,0.0041793697,0.0071867355,train,0.035771314,0.03867925,train,0.0571827,0.04276808,0.025674796
6791,train,0.5907725,0.63445896,valid,0.5356283,0.6013865,train,0.57018334,0.44262314,train,0.67578256,0.7237004,train,0.7218428,0.6925791,0.6189496
6792,valid,0.48758957,0.68623286,train,0.65759724,0.7148148,train,0.7321408,0.7966306,train,0.72478455,0.726606,train,0.36864525,0.54721296,0.6942995
6793,train,0.082839414,0.19420171,train,0.0296874,0.11160594,valid,0.094518356,0.09996468,train,0.089617856,0.10270916,train,0.07858137,0.0584938,0.11339506
6794,train,0.0686178,0.12423769,valid,0.14704347,0.1161634,train,0.09553894,0.06266468,train,0.0686477,0.1232755,train,0.17974396,0.16225724,0.11771971
6795,train,0.24982849,0.31227517,train,0.34370622,0.31686762,valid,0.642091,0.5694781,train,0.20060992,0.17963065,train,0.3397205,0.3404106,0.34373242
6796,valid,0.011748697,0.03219282,train,0.20132467,0.17175882,train,0.085064575,0.040685005,train,0.03162641,0.07296527,train,0.10542543,0.09612673,0.08274572
6797,train,0.10166278,0.11420676,valid,0.14721489,0.11893398,train,0.13608593,0.11957147,train,0.09969402,0.14074089,train,0.4288403,0.38322198,0.17533502
6798,train,0.01170317,0.03590156,train,0.103887334,0.08725671,train,0.06764726,0.037858758,valid,0.059449244,0.1005062,train,0.06683211,0.048201296,0.06194491
6799,train,0.08593764,0.087948754,train,0.11245865,0.1162821,valid,0.096044876,0.12123756,train,0.17696536,0.22863752,train,0.25408688,0.24780595,0.16038238
6800,train,0.01432692,0.026242124,train,0.01856567,0.040015183,train,0.040758274,0.046862952,valid,0.026680397,0.032459095,train,0.022616949,0.02326312,0.033768494
6801,train,0.039921083,0.07847439,train,0.038323995,0.03818687,train,0.07783064,0.08367808,valid,0.04124891,0.052725725,train,0.018889785,0.017236242,0.05406026
6802,train,0.038881,0.06517396,valid,0.30455065,0.2023053,train,0.032827258,0.034830187,train,0.23760068,0.281426,train,0.06293109,0.10904674,0.13855645
6803,train,0.04757867,0.118892424,train,0.045001946,0.071673125,train,0.05628974,0.06310137,train,0.057676896,0.06653703,valid,0.1312337,0.12378535,0.08879786
6804,train,0.25545964,0.2823294,valid,0.35900128,0.23318219,train,0.22365141,0.137932,train,0.08401722,0.10811969,train,0.28086853,0.220899,0.19649246
6805,valid,0.10678308,0.2033346,train,0.08389788,0.23991443,train,0.12881711,0.16079617,train,0.11205179,0.12211101,train,0.28190726,0.24313283,0.19385782
6806,valid,0.15335102,0.1343962,train,0.04936833,0.086442396,train,0.23417763,0.13473772,train,0.06305244,0.07473081,train,0.079518236,0.06258706,0.09857883
6807,train,0.21044657,0.33013228,train,0.18425502,0.45016298,train,0.13342452,0.20992513,valid,0.2531411,0.30281973,train,0.3589066,0.25698146,0.3100043
6808,train,0.4848762,0.590353,train,0.4355581,0.40803805,valid,0.2849875,0.226613,train,0.11400575,0.21159151,train,0.34493116,0.2973446,0.34678802
6809,train,0.2135079,0.2617144,train,0.10886798,0.20690443,train,0.12652105,0.09413693,valid,0.07228573,0.08322879,train,0.16546723,0.12818944,0.15483479
6810,train,0.21123618,0.38005212,train,0.20689997,0.29958528,train,0.048856016,0.070682354,train,0.24192439,0.20383969,valid,0.24510033,0.19863977,0.23055986
6811,valid,0.13780683,0.31708637,train,0.39764842,0.52364177,train,0.39477527,0.31296882,train,0.3814751,0.5216398,train,0.4323936,0.44889045,0.42484546
6812,train,0.19593069,0.19058461,train,0.23400804,0.15230024,valid,0.34980083,0.28696075,train,0.10478162,0.12956914,train,0.26057622,0.23595996,0.19907495
6813,valid,0.576393,0.6897845,train,0.6513672,0.84907645,train,0.8424435,0.8478096,train,0.71266645,0.743015,train,0.7890216,0.8178349,0.7895041
6814,valid,0.023711327,0.047898192,train,0.05201372,0.05206145,train,0.038046874,0.034988485,train,0.042466328,0.04764149,train,0.07085388,0.045314126,0.045580752
6815,train,0.37125015,0.3958258,train,0.34927306,0.56189084,valid,0.344662,0.27051762,train,0.19134453,0.18973024,train,0.53761756,0.49879307,0.3833515
6816,train,0.0047365446,0.009196996,train,0.006326658,0.020396074,train,0.0018801321,0.0020777558,train,0.011133137,0.017637052,valid,0.027371038,0.03629934,0.017121444
6817,train,0.44684163,0.4890286,train,0.5840936,0.4831682,train,0.55048645,0.5126884,valid,0.5979442,0.6317087,train,0.42373177,0.42490646,0.50830007
6818,train,0.49392855,0.4817471,train,0.36647397,0.4214174,valid,0.24513896,0.16773053,train,0.6206286,0.5570642,train,0.38837388,0.3464488,0.3948816
6819,train,0.036174502,0.07165294,train,0.09275633,0.19494821,train,0.07046936,0.07571233,train,0.05778096,0.06879595,valid,0.19331099,0.11105811,0.1044335
6820,train,0.112907864,0.109320104,train,0.1863768,0.21736136,train,0.3265992,0.25468704,valid,0.22213353,0.21169044,train,0.16467667,0.1568435,0.18998048
6821,train,0.116841115,0.12493078,valid,0.09755569,0.13328888,train,0.16398822,0.10154988,train,0.18288928,0.12866376,train,0.18934353,0.11110972,0.11990861
6822,train,0.11516351,0.10077953,train,0.11761734,0.16316432,valid,0.26636836,0.21035628,train,0.046975974,0.06091898,train,0.2533535,0.16948037,0.1409399
6823,train,0.016580172,0.06138239,train,0.048224133,0.11902923,train,0.15539284,0.17649324,valid,0.06565685,0.08904296,train,0.25720832,0.18112439,0.12541445
6824,train,0.5660694,0.7164742,train,0.68408763,0.7953276,valid,0.60455394,0.6186651,train,0.6597032,0.75154704,train,0.7206582,0.7421893,0.72484064
6825,train,0.24670663,0.2563353,valid,0.25264314,0.32254085,train,0.4633987,0.3065754,train,0.2618924,0.24185461,train,0.5192972,0.42692873,0.31084698
6826,train,0.1377282,0.24463424,train,0.06339394,0.12046649,valid,0.25279623,0.27671793,train,0.111333,0.12331108,train,0.31265235,0.22068018,0.19716199
6827,train,0.00795625,0.012097718,valid,0.012860097,0.018755674,train,0.04935165,0.042352818,train,0.014410433,0.021973815,train,0.051735397,0.040927432,0.02722149
6828,train,0.025558533,0.05486382,train,0.029607734,0.12530129,train,0.030945014,0.035698447,valid,0.055303615,0.06642839,train,0.20295346,0.11895263,0.080248915
6829,train,0.06923432,0.05939266,train,0.05644475,0.08145362,valid,0.06306922,0.047146603,train,0.029041374,0.040953353,train,0.054930124,0.04045571,0.053880386
6830,train,0.03202921,0.0638593,train,0.025961185,0.043077227,train,0.020848686,0.02870166,train,0.032965355,0.04057199,valid,0.03053391,0.031213058,0.041484646
6831,valid,0.4778077,0.6859244,train,0.77930367,0.88065106,train,0.79987687,0.85067344,train,0.6714716,0.7363878,train,0.6923029,0.77858686,0.7864447
6832,train,0.029152373,0.036893155,train,0.08820824,0.06327532,train,0.05457686,0.04281012,train,0.035793956,0.06122534,valid,0.015952436,0.019002808,0.044641353
6833,train,0.50250244,0.4588217,train,0.36109683,0.3391736,train,0.5296178,0.42383566,valid,0.14662354,0.17311634,train,0.37855732,0.33754346,0.34649816
6834,train,0.12437476,0.23323566,train,0.16638997,0.097203106,valid,0.23052317,0.16821292,train,0.05614465,0.10901456,train,0.12335702,0.12085735,0.14570472
6835,train,0.5351121,0.5505651,train,0.35092458,0.5366569,valid,0.26982474,0.18069099,train,0.17006001,0.19135088,train,0.42378786,0.32632986,0.3571188
6836,train,0.20779735,0.21832916,train,0.16508178,0.12823951,train,0.178275,0.07996284,train,0.1309734,0.13206705,valid,0.25370115,0.15800759,0.14332123
